web-scraper-order,web-scraper-start-url,Pagination,Restoran Adı,Yorum Sayısı,Puan,Restoran Türü,Link,Link-href,Pagination2,Yorumlar
"1720074147-76","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Onca yorum okudum ama çok aç olmasam girmezdim. Arkadaşlar haklılar gayet vasat. Yine yemekler yenilebilir düzeyde ama kışın ortasında salonda hiçbir ısıtıcı çalıştırılmaması da ne demek?
Estetik kaygılardan oldukça uzak nir işletme. Yırtık duvar kağıdını onarmak kaç dakika zaman alır, kaç liraya mal olabilir ki?"
"1720074147-77","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Cok süper değil ama yenmeyecek kadar kötü de değil. Sunum güzel yemeklerin lezzeti idare ederdi fakat masadaki bardak şekerlik pisti."
"1720074147-78","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniyede ortalama fiyatları olan aşırı güzel olmasada gidip ızgara ve lahmacun yiyebilirsiniz. Çok fazla tercih etmesemde 3/4 kez gittim. Lahmacunu fena değil."
"1720074147-79","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Birkaç gün önce ş.baba lokantasina gitme firsatim oldu.Osmaniye şartlarina göre biraz pahalı.salata çesiti az.biraz ilgisiz gibi.etler serrtti"
"1720074147-80","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","İnanılmaz derecede pis bir mekan. Masayı silince çimento çıktı resmen.
Bir daha gelmem. Tavsiye de etmem."
"1720074147-81","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Önden bir başlangıç olarak çiğköfte geldi sanırım 8-10 saat önce servise hazırlanmış bulgur artık şişmiş ve dağılmış o derece sonra yoğurtlu dövme çorbası mini bir kasede eh işte yenilebilir. Salataların toprağı suya karışmış. Kanat söyledik 5 tane minicik kanat geldi. Ciğer dürümü istemiştik içine salata koyup sarmışlar buz gibi olmuş. Adana kebap zaten vasat. Çay istedik 2 açık 1 normal hepsi sarışın geldi. 1 i ni koyu istedik dedik siz istediniz dedi ve gitti değiştirme zahmetinde bulunmadı bile. Kalkarken gördüm çiğköfteler boş masanın üstünde servis yapılmış bekliyor gelene ordan hop bir tabak al sana servis parasının lokantası hiç değil ona göre."
"1720074147-82","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Öğlen yemeğinde lahmacun yedik. Her tarafı açık içeride klimanın yanında oturduk. Ancak klimanın kendine hayrı yoktu. Lahmacun antep tarzında hafif acılıydı. İç malzemesinde bira daha kıyma ve yağ olsaydı sanki daha lezetli olurdu. Açık ayran yerine hazır ayranı (mecburiyetten) tercih edin."
"1720074147-83","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Şükrü Baba gayet başarılı bir işletme. Lahmacunu harika. Gaziantep 'te yediğiniz lahmacunların lezzetini yakalamışlar bence. Ayrıca kebap yedim. O da fena değildi. Vasatın üstünde olduğu kesin ama hakkını vermem lazım. Osmaniye'ye yolunuz düşerse ve yemek yemeniz gerekiyorsa mutlaka uğrayın derim."
"1720074147-84","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","şükrü emminin yemekleri çok güzel ye ye doyamazsınız yemeklere sizinle çok güzel ilgileniyorlar gidin deneyin derim size"
"1720074147-85","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Bu lokantanın iki şubesine de gittim.Bahceli Bulvarındaki ilk mekandır ve temiz bir yerdir.Osmaniye'de özellikle gidilmesi gereken bir yer değil bence zira hem özel lezzetler yok hem de pahalı.Diger şubesi ise çok kasvetli ve kötü kokuyor. Sunum çok sıradan, pide sıcak değildi ve salatası kötüydü. Ben çok beğenmedim, buradan ucuz ve çok kaliteli yerler biliyorum."
"1720074147-86","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","şunu söyleyebilirim şükrü baba ve mustafa abii bu işi biliyoo ekip ve servis on numara sadece mekan yetersiz kalıyoo çok  güzel büyük bahçeli bir ortamda daha güzel işler çıkaracaklarına inanıyorum"
"1720074147-87","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Öğle yemeğini, önce bir porsiyon ciğer sonrasında adana ile tamamlamanızı öneririm. Masa için dışarıda bir masa seçmeniz tavsiye edilir."
"1720074147-88","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","İki şubesi varmış ikramları ve yemekleri güzel. Ama mercimek çorbası su gibi idi. Lahmacunu gayet başarılı yanında gelenler ise gayet doyurucu ve lezzetli idi. Hem de fiyatları çok uygun. Bir Ankaralı olarak tuvalete girdiğinizde çok gülebilirsiniz. Çünkü içerde çalışan bir klima mevcut. O kadar sıcak bir şehirde sonradan bunu normal olarak kabul ediyorsunuz."
"1720074149-89","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Kebabı en güzel yapan lokantalardan biridir..lahmacunu da güzel..hizmet iyi.. geç vakitlere kadar açık.."
"1720074149-90","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Antep'te kebap yedikten kisa bir sure sonra gitmemenizi tavsiye ederim. Bi muddet bekleyin. Fiyatlar uygun ama adana kebabin lezzetini sevmedim."
"1720074149-91","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Hizmet ve servis kaliteli ve hızlı 
Mekan temiz
Baklava ve lahmacunu lezzetli 
Fiyatı da fena sayılmaz"
"1720074149-92","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Pırıl pırıl bir mekan. İsmi Osmaniye özdeşleşmiş olan ""Şükrü baba"" aslen Şanlıurfa'lı olsa da Osmaniye'nin damak tadı konusunda uzman isimlerin başında geliyor. Mekanda kebap, lahmacun ve pide çeşitlerinin yanı sıra deniz ürünleri de kendi özel sosları ile müşterilere servis ediliyor. özellikle mekan temizliği ile de göz dolduruyor."
"1720074149-93","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Lezzet guzel fakat daha lezzetli ve kaliti yerler aranmali servis hizli guzel garsonlar falan saygili"
"1720074149-94","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Adana kebap yedim. iyi sayılır. Yanında turp, salata, kuru soğan salatası ve humus getirdiler. Ayranı pek beğenmedim. Ayrıca 4-5 parça ekmeğin bir parçası çok bayattı. Ortamda işkembe kokusuna benzettiğim bir koku vardı. Servis hızlı değil pek yavaş da sayılmaz. Fiyat makul. Tavsiye ederim ama mutlaka gidin diyemiyorum maalesef."
"1720074149-95","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Yemekleri güzel fiyatları uygun,pidesi ve lahmacunu harika servis ve temizlik iyi,herkese tavsiye ederim."
"1720074149-96","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Şükrü Baba Lokantası Bahçeli Bulvarı 1.Etap girişinde sağ kol üzerinde yıllardır düzgün bir çizgide hşzmet veren kaliteli ve temiz bir yerdir.Park problemi yoktur.Açık alanda oturma imkanı mevcuttur.Tavsiye ederim."
"1720074149-97","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","19. Şükrü Baba Lokantası","25 yorum","5 baloncuk üzerinden 3,5","Türk","5 baloncuk üzerinden 3,525 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d3584768-Reviews-or15-Sukru_Baba_Lokantasi-Osmaniye_Osmaniye_Province.html","Menü, gerçi yerel sınırlı, yüksek kaliteli bir çok makul bir fiyata. Personel çok cana yakın ve yardımcıydı. Devasa porsiyonlar lamacun dikkat ediniz!"
"1720074154-98","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","18. Seyhan Lokantasi","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz, Türk","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7713618-Reviews-Seyhan_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","işi bilen ellerden yemek yemenin keyfini yaşadık.osmaniye merkez de güvenle yemek yenebilecek lokantaların başında gelir."
"1720074154-99","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","18. Seyhan Lokantasi","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz, Türk","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7713618-Reviews-Seyhan_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Uzun yıllardır kaliteli hizmet veren hem sulu yemek hem de kebap lahmacun konusunda deneyimli ve lezzetli bir mekandır.Tavsiye ederim."
"1720074154-100","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","18. Seyhan Lokantasi","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz, Türk","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7713618-Reviews-Seyhan_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Açıktığınızda Seyhan Lokantasının kapısına gelmeniz yeterli.Salih ustanın yaptığı yemekler sizi içeri alır zaten. Ne yesem diye yemeklere bakarsınız karar veremezsiniz. Benim tavsiyem her gelmeye birini denemeniz. Yemeklerin sunumu yanındaki salata ve garnitürler yeterli olmaktadır.Denemediyseniz mutlaka uğrayın."
"1720074154-101","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","18. Seyhan Lokantasi","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz, Türk","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7713618-Reviews-Seyhan_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'nin en merkezi yerinde bulunan bir esnaf lokantası. Hizmet hızlı. Et kavurma ve pirinç pilavı yedim. Yemekler vasat. Fiyatlar da yüksek. Tavsiye etmiyorum."
"1720074156-102","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","17. Cadde Cafe & Restaurant","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d10478442-Reviews-Cadde_Cafe_Restaurant-Osmaniye_Osmaniye_Province.html#REVIEWS","","Saat 14 te öğle yemeği için...  
Dürüm döner rezil, ekmek yeterince ısıtılmamış, turşu 1-2 gündür tabakta duruyormuşçasına kurumuş, et önceden kesilmiş, ayran tortulu ve 1 e 10 oranında sulu, benden önce gelen müşterinin kirlettiği masa silinmemiş..."
"1720074156-103","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","17. Cadde Cafe & Restaurant","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d10478442-Reviews-Cadde_Cafe_Restaurant-Osmaniye_Osmaniye_Province.html#REVIEWS","","Akşam yemeği için eşim ve çocuklarımla birlikte ziyaret ettik..İskender sipariş ettik..yemek öncesi soğuk meze ikramları çok güzel. İskender gayet lezzetli idi..Osmaniye standartları üzerinde başarılı bir lokanta.."
"1720074156-104","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","17. Cadde Cafe & Restaurant","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d10478442-Reviews-Cadde_Cafe_Restaurant-Osmaniye_Osmaniye_Province.html#REVIEWS","","Şehrin yeni gelişen noktalarından bahçeli bulvarındaki Cadde Cafe & Restaurant'ı tavsiye üzerine keşfe çıktık. Arkadaşım ve ben Osmaniyede ilk defa İskender yedik ve hiç pişman olmadık. Teşekkürler Cadde..."
"1720074156-105","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","17. Cadde Cafe & Restaurant","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d10478442-Reviews-Cadde_Cafe_Restaurant-Osmaniye_Osmaniye_Province.html#REVIEWS","","güler yüzlü servis personeli ve muhteşem tandır - iskenderiyle osmaniyede  fark yaratan cadde cafe & restorant ailemle gittiğim akşam yemeğinde damaklarımızda eşşsiz bir tat bıraktı.bundan sonra yeni durağımız osmanıyede cadde cafe & restoranttır."
"1720074158-106","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","16. Kebapçı Ahmet Ustanın Yeri","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7698334-Reviews-KebapcI_Ahmet_UstanIn_Yeri-Osmaniye_Osmaniye_Province.html#REVIEWS","","Denemenizi tavsiye ederim... karısı, oğlu ve kendisi çalışıyor. 
Lezzetli temiz düzenli tertipli bir mekan"
"1720074158-107","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","16. Kebapçı Ahmet Ustanın Yeri","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7698334-Reviews-KebapcI_Ahmet_UstanIn_Yeri-Osmaniye_Osmaniye_Province.html#REVIEWS","","Çok güzel ve sıcakkanlı bir mekan. Baba ocakta, oğlu servis yapıyor, anne de mutfakta. Ciğer ve kebap yedik. Gayet lezzetliydi. Hesap öderken de şok olduk. 2 adana, 1 ciğer, 2 şalgam; 29,5 Tl hesap ve biz şok. Gayet ucuz."
"1720074158-108","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","16. Kebapçı Ahmet Ustanın Yeri","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7698334-Reviews-KebapcI_Ahmet_UstanIn_Yeri-Osmaniye_Osmaniye_Province.html#REVIEWS","","Küçücük bir mekan .Masalar dizboyunda,hasır tabureler.Tertemiz güvenilir.Ahmet Usta kapı girişindeki ocak başında hem içeri hem dışarı sipariş yetiştiriyor,hanımı masalara hizmet veriyor.Ciğer sulu sulu mis,ister tabağa ister dürüm.Denemeye değer."
"1720074158-109","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","16. Kebapçı Ahmet Ustanın Yeri","4 yorum","5 baloncuk üzerinden 4,5","Akdeniz","5 baloncuk üzerinden 4,54 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d7698334-Reviews-KebapcI_Ahmet_UstanIn_Yeri-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'nin merkezinde salaş ama temiz bir mekan. Ahmet Usta, eşi ve çocuğunun işlettiği aile işletmesi. Yemek güzel ve daha da önemlisi kıyma servis yememe rağmen dürümden çok az daha fazla para ödedim. Fiyat/performans iyi :) Tevsiye ederim."
"1720074163-110","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","14. Tarihi Dutlu Pinar Et Lokantasi","2 yorum","5 baloncuk üzerinden 5,0","","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d19692191-Reviews-Tarihi_Dutlu_Pinar_Et_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Pirzola ve yaprak kebabı mutlaka denenmeli turkiyenin hicbir yerinde bu lezzette pirzola bulunmaz.osmaniye iline sadece 30 km uzaklikta."
"1720074163-111","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","14. Tarihi Dutlu Pinar Et Lokantasi","2 yorum","5 baloncuk üzerinden 5,0","","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d19692191-Reviews-Tarihi_Dutlu_Pinar_Et_Lokantasi-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniyeye yaklaşık 40 km. Hasanbeyli ilçesinin cadde üzerinde geniş bahçeli yanından dere akan bir et lokantası.Etler yumuşacık ve lezzetli,salatalar mis,ayran elişi,hele bir de hemen imal ettikleri KÜNEFE var ki Hatayda bile böyle lezzetlisini yemedim,hesap uygun,bir de yazın gidilse serinlemek te cabası olur ."
"1720074165-112","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","13. Asmali Kebap Osmaniye","2 yorum","5 baloncuk üzerinden 5,0","Türk","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d18497474-Reviews-Asmali_Kebap_Osmaniye-Osmaniye_Osmaniye_Province.html#REVIEWS","","Osmaniye'de bulunduğumuz süre içerisinde bir çok kez gittiğimiz bir mekan.
Gerçekten gönül rahatlığıyla gidip kebap, ciğer,lahmacun, yaprak et,küşneme vs.yi en lezzetli yiyebileceğiniz bir mekân.Sahibi İbrahim bey zaten son derece ilgili alakalı bir işletmeci. 
Bizler çok memnun kaldık, eminim sizlerde memnun kalacaksınız."
"1720074165-113","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","13. Asmali Kebap Osmaniye","2 yorum","5 baloncuk üzerinden 5,0","Türk","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d18497474-Reviews-Asmali_Kebap_Osmaniye-Osmaniye_Osmaniye_Province.html#REVIEWS","","Salatalarıyla, pişirilmiş közde patlıcanıyla, hakiki lezzetli el kıyması müthiş, yaprak kebabı on numara, küşlemeye kelimeler kifayetsiz kalır, servis hızlı garsonlar güleryüzlü, çayı 👍🏻"
"1720074168-114","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","12. Koza Baklava","2 yorum","5 baloncuk üzerinden 5,0","Türk","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d19421576-Reviews-Koza_Baklava-Osmaniye_Osmaniye_Province.html#REVIEWS","","mart 2022 iş gezisi için 1 hafta bulundum. sosyal medyada yer alan hemen hemen tüm yerleri ziyaret ettim.  Devlet Bahçeli Bulv. yerinden paket olarak tatlı aldık. beğendik. kesinlikle öneririrm."
"1720074168-115","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","12. Koza Baklava","2 yorum","5 baloncuk üzerinden 5,0","Türk","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d19421576-Reviews-Koza_Baklava-Osmaniye_Osmaniye_Province.html#REVIEWS","","Gaziantep'ten dönerken Osmaniye'ye yolum düştü. Gaziantep'de baklava yiyemeden memlekete dönüyorum diye içime oturmuştu. Şehrin içinden geçerken Koza Baklava gözüme çarptı. İçimde kalmasın bi deneyim dedim. Baklavalarını tattıktan sonra artık baklava yemek için Gaziantep'e gitmem gerekmediğini anladım. Nezih ortamı ve ilgili personeli ile gönlümü fethetti. Herkese tavsiye ederim."
"1720074168-116","https://www.tripadvisor.com.tr/Restaurants-g2186714-oa0-Osmaniye_Province.html","","12. Koza Baklava","2 yorum","5 baloncuk üzerinden 5,0","Türk","5 baloncuk üzerinden 5,02 yorum","https://www.tripadvisor.com.tr/Restaurant_Review-g2308958-d19421576-Reviews-Koza_Baklava-Osmaniye_Osmaniye_Province.html#REVIEWS","","Merhaba Tamer Oğuz Bey, memnuniyetinizi bizimle paylaştığınız için teşekkür ederiz, sizi Koza Baklava'da tekrar görmek istiyoruz :) Sevgilerimizle"
